VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,08-02-17 9:09,08-02-17 9:24,1,1.68,1,N,100,90,2,11,0,0.5,0,0,0.3,11.8
2,08-02-17 9:09,08-02-17 9:20,1,1.1,1,N,164,161,2,8.5,0,0.5,0,0,0.3,9.3
2,08-02-17 9:09,08-02-17 9:19,2,2.01,1,N,142,246,1,9.5,0,0.5,0,0,0.3,10.3
1,08-02-17 9:09,08-02-17 9:30,1,2,1,N,79,164,2,14,0,0.5,0,0,0.3,14.8
2,08-02-17 9:09,08-02-17 9:28,2,1.96,1,N,74,74,1,13.5,0,0.5,2.86,0,0.3,17.16
2,08-02-17 9:09,08-02-17 9:23,1,7.44,1,N,141,65,2,22,0,0.5,0,0,0.3,22.8
2,08-02-17 9:09,08-02-17 9:36,5,7.72,1,N,236,88,1,27.5,0,0.5,5.66,0,0.3,33.96
2,08-02-17 9:09,08-02-17 9:13,2,0.84,1,N,237,236,1,5,0,0.5,1.16,0,0.3,6.96
2,08-02-17 9:09,08-02-17 9:19,1,1.28,1,N,43,162,1,8.5,0,0.5,1.86,0,0.3,11.16
1,08-02-17 9:09,08-02-17 9:31,1,3.6,1,N,238,246,1,16.5,0,0.5,3.45,0,0.3,20.75
2,08-02-17 9:09,08-02-17 9:30,6,2.69,1,N,186,237,1,14.5,0,0.5,3.82,0,0.3,19.12
2,08-02-17 9:09,08-02-17 9:30,1,2.42,1,N,239,100,1,14.5,0,0.5,3.06,0,0.3,18.36
2,08-02-17 9:09,08-02-17 9:22,1,1.46,1,N,170,68,1,10,0,0.5,2.16,0,0.3,12.96
1,08-02-17 9:09,08-02-17 9:41,1,3.2,1,N,158,237,1,19.5,0,0.5,2,0,0.3,22.3
1,08-02-17 9:09,08-02-17 9:17,1,0.9,1,N,170,237,1,6.5,0,0.5,1.45,0,0.3,8.75
1,08-02-17 9:09,08-02-17 9:17,1,0.9,1,N,237,162,2,6.5,0,0.5,0,0,0.3,7.3
1,08-02-17 9:09,08-02-17 9:17,1,1,1,N,43,100,1,7.5,0,0.5,1.65,0,0.3,9.95
2,08-02-17 9:09,08-02-17 9:14,1,0.74,1,N,229,233,2,5.5,0,0.5,0,0,0.3,6.3
1,08-02-17 9:09,08-02-17 9:47,4,21.4,2,N,13,132,2,52,0,0.5,0,0,0.3,52.8
2,08-02-17 9:09,08-02-17 9:25,1,1.71,1,N,162,234,1,11.5,0,0.5,2.46,0,0.3,14.76
1,08-02-17 9:09,08-02-17 9:19,1,1.5,1,N,13,125,1,9,0,0.5,1.95,0,0.3,11.75
1,08-02-17 9:09,08-02-17 9:12,1,0.4,1,N,141,262,1,4,0,0.5,0.96,0,0.3,5.76
2,08-02-17 9:09,08-02-17 9:21,1,1.78,1,N,43,161,1,10,0,0.5,2.16,0,0.3,12.96
2,08-02-17 9:09,08-02-17 9:25,5,2.62,1,N,24,236,2,13,0,0.5,0,0,0.3,13.8
1,08-02-17 9:09,08-02-17 9:13,1,0.7,1,N,237,141,1,4.5,0,0.5,1.05,0,0.3,6.35
1,08-02-17 9:09,08-02-17 9:21,1,1.6,1,N,234,249,2,9.5,0,0.5,0,0,0.3,10.3
1,08-02-17 9:09,08-02-17 9:23,1,0.6,1,N,161,100,2,9.5,0,0.5,0,0,0.3,10.3
2,08-02-17 9:09,08-02-17 9:13,1,1.01,1,N,226,226,2,5,0,0.5,0,0,0.3,5.8
2,08-02-17 9:09,08-02-17 9:24,2,1.51,1,N,140,163,1,10.5,0,0.5,2.26,0,0.3,13.56
2,08-02-17 9:09,08-02-17 9:21,1,3.46,1,N,138,179,1,12.5,0,0.5,3.99,0,0.3,17.29
2,08-02-17 9:09,08-02-17 9:14,2,0.9,1,N,239,238,1,5.5,0,0.5,1.26,0,0.3,9.51
2,08-02-17 9:09,08-02-17 9:12,1,0.46,1,N,237,162,2,4,0,0.5,0,0,0.3,4.8
1,08-02-17 9:09,08-02-17 9:16,1,0.7,1,N,90,246,1,6.5,0,0.5,1,0,0.3,8.3
1,08-02-17 9:09,08-02-17 10:13,5,20.7,2,N,132,88,1,52,0,0.5,17.5,5.54,0.3,75.84
1,08-02-17 9:09,08-02-17 9:18,1,1.9,1,N,162,236,1,8.5,0,0.5,2.3,0,0.3,11.6
2,08-02-17 9:09,08-02-17 9:26,5,2.25,1,N,236,162,2,12.5,0,0.5,0,0,0.3,13.3
2,08-02-17 9:09,08-02-17 9:15,1,0.96,1,N,249,113,1,6.5,0,0.5,2.19,0,0.3,9.49
2,08-02-17 9:09,08-02-17 9:15,5,0.76,1,N,50,48,1,6,0,0.5,2,0,0.3,8.8
2,08-02-17 9:09,08-02-17 9:20,2,1.34,1,N,262,43,2,8,0,0.5,0,0,0.3,8.8
2,08-02-17 9:09,08-02-17 9:16,3,1.63,1,N,238,75,2,7.5,0,0.5,0,0,0.3,8.3
2,08-02-17 9:09,08-02-17 9:20,1,0.85,1,N,229,161,1,8.5,0,0.5,1.5,0,0.3,10.8
2,08-02-17 9:09,08-02-17 9:30,2,1.75,1,N,141,161,2,13.5,0,0.5,0,0,0.3,14.3
2,08-02-17 9:09,08-02-17 9:26,1,2.04,1,N,186,107,2,12,0,0.5,0,0,0.3,12.8
1,08-02-17 9:09,08-02-17 9:27,1,2.3,1,N,236,161,2,13,0,0.5,0,0,0.3,13.8
1,08-02-17 9:09,08-02-17 9:13,1,0.6,1,N,140,237,1,5,0,0.5,1.15,0,0.3,6.95
1,08-02-17 9:09,08-02-17 9:37,1,3.5,1,N,246,114,1,19.5,0,0.5,5,0,0.3,25.3
2,08-02-17 9:09,08-02-17 9:15,1,1.05,1,N,141,233,1,6,0,0.5,1.2,0,0.3,8
2,08-02-17 9:09,08-02-17 9:15,1,0.88,1,N,142,230,2,6,0,0.5,0,0,0.3,6.8
2,08-02-17 9:09,08-02-17 9:26,2,2.59,1,N,239,140,1,12.5,0,0.5,1.5,0,0.3,14.8
2,08-02-17 9:09,08-02-17 9:41,4,6.82,1,N,13,161,2,27,0,0.5,0,0,0.3,27.8
1,08-02-17 9:09,08-02-17 9:15,1,0.7,1,N,246,68,2,5.5,0,0.5,0,0,0.3,6.3
1,08-02-17 9:09,08-02-17 9:21,1,1.8,1,N,239,161,2,10,0,0.5,0,0,0.3,10.8
1,08-02-17 9:09,08-02-17 9:20,1,2.4,1,N,163,236,1,9.5,0,0.5,2.05,0,0.3,12.35
2,08-02-17 9:09,08-02-17 9:14,2,0.75,1,N,142,143,2,5.5,0,0.5,0,0,0.3,6.3
1,08-02-17 9:09,08-02-17 9:30,1,2.8,1,N,249,50,1,15,0,0.5,3.15,0,0.3,18.95
1,08-02-17 9:09,08-02-17 9:20,1,1.3,1,N,264,264,1,8.5,0,0.5,2.3,0,0.3,11.6
1,08-02-17 9:09,08-02-17 9:27,1,1.8,1,N,142,162,1,12.5,0,0.5,1.5,0,0.3,14.8
1,08-02-17 9:09,08-02-17 9:29,1,2.9,1,N,50,237,1,14.5,0,0.5,3.05,0,0.3,18.35
1,08-02-17 9:09,08-02-17 9:16,1,1.4,1,N,186,50,1,7.5,0,0.5,1.65,0,0.3,9.95
2,08-02-17 9:09,08-02-17 9:24,1,1.53,1,N,234,246,1,11,0,0.5,1,0,0.3,12.8
2,08-02-17 9:09,08-02-17 9:14,6,0.98,1,N,48,142,1,5.5,0,0.5,1.89,0,0.3,8.19
1,08-02-17 9:09,08-02-17 9:18,1,1.1,1,N,231,125,1,7.5,0,0.5,1.65,0,0.3,9.95
2,08-02-17 9:09,08-02-17 9:15,1,1.15,1,N,100,48,1,6.5,0,0.5,2.19,0,0.3,9.49
2,08-02-17 9:09,08-02-17 9:14,4,0.52,1,N,90,107,2,5,0,0.5,0,0,0.3,5.8
1,08-02-17 9:09,08-02-17 9:21,1,1,1,N,164,230,2,8.5,0,0.5,0,0,0.3,9.3
1,08-02-17 9:09,08-02-17 9:39,1,2,1,N,233,43,1,18.5,0,0.5,4.8,0,0.3,24.1
1,08-02-17 9:09,08-02-17 9:21,1,1.6,1,N,237,236,2,10,0,0.5,0,0,0.3,10.8
2,08-02-17 9:09,08-02-17 10:04,6,8.99,1,N,138,162,1,37,0,0.5,8.67,5.54,0.3,52.01
2,08-02-17 9:09,08-02-17 9:22,5,2.04,1,N,238,163,1,11,0,0.5,2.95,0,0.3,14.75
2,08-02-17 9:09,08-02-17 9:37,1,2.08,1,N,186,229,1,17,0,0.5,0,0,0.3,17.8
2,08-02-17 9:09,08-02-17 9:16,1,0.57,1,N,162,170,1,6,0,0.5,1.7,0,0.3,8.5
1,08-02-17 9:09,08-02-17 9:11,1,0.5,1,N,141,263,1,3.5,0,0.5,0.5,0,0.3,4.8
2,08-02-17 9:09,08-02-17 9:25,1,0.8,1,N,45,231,1,10.5,0,0.5,1,0,0.3,12.3
1,08-02-17 9:09,08-02-17 9:16,1,1.1,1,N,151,166,1,7,0,0.5,1.95,0,0.3,9.75
1,08-02-17 9:09,08-02-17 9:23,2,1.4,1,N,236,237,1,10,0,0.5,2.15,0,0.3,12.95
1,08-02-17 9:09,08-02-17 9:18,1,1.3,1,N,48,246,1,8,0,0.5,2.2,0,0.3,11
2,08-02-17 9:09,08-02-17 9:39,1,3.91,1,N,146,164,1,19.5,0,0.5,4.06,0,0.3,24.36
2,08-02-17 9:09,08-02-17 9:26,1,1.41,1,N,186,164,1,11,0,0.5,2.36,0,0.3,14.16
2,08-02-17 9:09,08-02-17 9:22,2,1.57,1,N,113,186,2,9.5,0,0.5,0,0,0.3,10.3
2,08-02-17 9:09,08-02-17 9:28,1,1.58,1,N,229,230,1,12.5,0,0.5,2.5,0,0.3,15.8
2,08-02-17 9:09,08-02-17 9:14,1,0.38,1,N,161,230,1,5,0,0.5,0,0,0.3,5.8
1,08-02-17 9:09,08-02-17 9:18,1,1.6,1,N,161,142,1,8.5,0,0.5,1.86,0,0.3,11.16
1,08-02-17 9:09,08-02-17 9:23,1,2.3,1,N,142,263,1,11.5,0,0.5,2.45,0,0.3,14.75
2,08-02-17 9:09,08-02-17 9:23,1,3.44,1,N,246,13,1,13.5,0,0.5,1,0,0.3,15.3
1,08-02-17 9:09,08-02-17 9:12,1,0.6,1,Y,263,237,2,4,0,0.5,0,0,0.3,4.8
1,08-02-17 9:09,08-02-17 9:42,1,9.1,1,N,164,138,1,32.5,0,0.5,7.75,5.54,0.3,46.59
1,08-02-17 9:09,08-02-17 9:15,1,0.7,1,N,50,246,1,5.5,0,0.5,1.25,0,0.3,7.55
1,08-02-17 9:09,08-02-17 9:23,1,1.4,1,N,141,161,2,10,0,0.5,0,0,0.3,10.8
1,08-02-17 9:09,08-02-17 9:21,1,1,1,N,186,234,2,8.5,0,0.5,0,0,0.3,9.3
1,08-02-17 9:09,08-02-17 9:26,1,1.9,1,N,186,158,2,11.5,0,0.5,0,0,0.3,12.3
1,08-02-17 9:09,08-02-17 9:19,1,1.5,1,N,263,229,1,8.5,0,0.5,1,0,0.3,10.3
1,08-02-17 9:09,08-02-17 9:14,1,1.2,1,N,237,236,1,6,0,0.5,1.35,0,0.3,8.15
2,08-02-17 9:09,08-02-17 9:12,6,0.77,1,N,68,68,1,4.5,0,0.5,1.06,0,0.3,6.36
2,08-02-17 9:09,08-02-17 9:23,3,1.61,1,N,100,246,1,10,0,0.5,1,0,0.3,11.8
2,08-02-17 9:09,08-02-17 9:24,1,2.04,1,N,164,143,2,12.5,0,0.5,0,0,0.3,13.3
1,08-02-17 9:09,08-02-17 9:15,1,0.5,1,N,162,164,1,5.5,0,0.5,1.55,0,0.3,7.85
2,08-02-17 9:09,08-02-17 9:24,6,2.53,1,N,237,48,2,12.5,0,0.5,0,0,0.3,13.3
2,08-02-17 9:09,08-02-17 9:47,6,6.52,1,N,234,166,1,28.5,0,0.5,5.86,0,0.3,35.16
2,08-02-17 9:09,08-02-17 9:13,2,1.01,1,N,7,193,2,5.5,0,0.5,0,0,0.3,6.3
1,08-02-17 9:09,08-02-17 9:48,2,5.2,1,N,144,143,2,26,0,0.5,0,0,0.3,26.8
1,08-02-17 9:09,08-02-17 9:34,1,2.4,1,N,113,163,1,16,0,0.5,3.35,0,0.3,20.15
2,08-02-17 9:09,08-02-17 9:19,5,0.83,1,N,68,246,2,8,0,0.5,0,0,0.3,8.8
2,08-02-17 9:09,08-02-17 9:24,1,2.02,1,N,113,161,1,11,0,0.5,2.36,0,0.3,14.16
2,08-02-17 9:09,08-02-17 9:30,3,6.39,1,N,13,161,1,21.5,0,0.5,0,0,0.3,22.3
2,08-02-17 9:09,08-02-17 9:15,5,0.84,1,N,236,237,1,6,0,0.5,1.36,0,0.3,8.16
2,08-02-17 9:09,08-02-17 9:13,2,0.53,1,N,137,170,1,4.5,0,0.5,2,0,0.3,7.3
1,08-02-17 9:09,08-02-17 9:15,1,0.8,1,N,236,236,1,5.5,0,0.5,2,0,0.3,8.3
1,08-02-17 9:09,08-02-17 9:16,1,1.2,1,N,50,143,2,6.5,0,0.5,0,0,0.3,7.3
1,08-02-17 9:09,08-02-17 9:22,1,1.2,1,N,164,233,1,9.5,0,0.5,2.55,0,0.3,12.85
2,08-02-17 9:09,08-02-17 9:11,1,0.42,1,N,237,236,1,3.5,0,0.5,1.29,0,0.3,5.59
2,08-02-17 9:09,08-02-17 9:19,1,1.09,1,N,143,163,1,7.5,0,0.5,1.66,0,0.3,9.96
2,08-02-17 9:09,08-02-17 9:18,1,1,1,N,233,137,1,7,0,0.5,1.56,0,0.3,9.36
2,08-02-17 9:09,08-02-17 9:21,1,4.05,1,N,143,166,2,14.5,0,0.5,0,0,0.3,15.3
2,08-02-17 9:09,08-02-17 10:01,6,4.75,1,N,87,163,2,30.5,0,0.5,0,0,0.3,31.3
2,08-02-17 9:09,08-02-17 9:17,1,0.99,1,N,164,90,2,7,0,0.5,0,0,0.3,7.8
2,08-02-17 9:09,08-02-17 9:20,1,1.14,1,N,143,50,1,8.5,0,0.5,1.86,0,0.3,11.16
1,08-02-17 9:09,08-02-17 9:29,1,2.7,1,N,236,170,2,14.5,0,0.5,0,0,0.3,15.3
1,08-02-17 9:09,08-02-17 9:25,1,2.8,1,N,236,230,1,13,0,0.5,2.75,0,0.3,16.55
1,08-02-17 9:09,08-02-17 9:19,2,1.6,1,N,141,142,1,8.5,0,0.5,1.85,0,0.3,11.15
1,08-02-17 9:09,08-02-17 9:18,1,1,1,N,137,234,1,7.5,0,0.5,1,0,0.3,9.3
1,08-02-17 9:09,08-02-17 9:22,1,2,1,N,238,75,2,10.5,0,0.5,0,0,0.3,11.3
1,08-02-17 9:09,08-02-17 9:45,1,13.7,2,N,162,132,1,52,0,0.5,7.8,0,0.3,60.6
1,08-02-17 9:09,08-02-17 9:18,1,0.7,1,N,230,162,1,7,0,0.5,1.55,0,0.3,9.35
2,08-02-17 9:09,08-02-17 9:15,1,0.42,1,N,162,162,1,5.5,0,0.5,1.58,0,0.3,7.88
2,08-02-17 9:09,08-02-17 9:22,1,1.08,1,N,48,246,1,9.5,0,0.5,2.06,0,0.3,12.36
2,08-02-17 9:09,08-02-17 9:44,6,19.34,2,N,263,132,1,52,0,0.5,8,5.54,0.3,66.34
2,08-02-17 9:09,08-02-17 9:25,1,1.47,1,N,162,186,1,11,0,0.5,1.18,0,0.3,12.98
2,08-02-17 9:09,08-02-17 9:20,1,0.95,1,N,229,162,2,8,0,0.5,0,0,0.3,8.8
1,08-02-17 9:09,08-02-17 9:17,1,0.9,1,N,186,170,1,7,0,0.5,1.55,0,0.3,9.35
1,08-02-17 9:09,08-02-17 9:19,1,1.6,1,N,238,236,1,9,0,0.5,1,0,0.3,10.8
2,08-02-17 9:09,08-02-17 9:18,1,0.84,1,N,236,140,2,7,0,0.5,0,0,0.3,7.8
2,08-02-17 9:09,08-02-17 9:16,4,0.71,1,N,90,234,2,6,0,0.5,0,0,0.3,6.8
1,08-02-17 9:09,08-02-17 9:15,1,0.5,1,N,141,229,2,5.5,0,0.5,0,0,0.3,6.3
2,08-02-17 9:09,08-02-17 9:17,2,2.25,1,N,262,229,1,9,0,0.5,1,0,0.3,10.8
2,08-02-17 9:09,08-02-17 9:13,1,0.35,1,N,164,164,2,4.5,0,0.5,0,0,0.3,5.3
2,08-02-17 9:09,08-02-17 9:16,1,1.18,1,N,68,249,1,6.5,0,0.5,1,0,0.3,8.3
1,08-02-17 9:09,08-02-17 9:30,1,1.4,1,N,140,142,1,13.5,0,0.5,2.85,0,0.3,17.15
1,08-02-17 9:09,08-02-17 9:20,1,2,1,N,239,166,1,9.5,0,0.5,2.05,0,0.3,12.35
1,08-02-17 9:09,08-02-17 9:17,1,1.2,1,N,113,170,2,7.5,0,0.5,0,0,0.3,8.3
1,08-02-17 9:09,08-02-17 9:19,1,1.2,1,N,163,164,1,8,0,0.5,1.75,0,0.3,10.55
1,08-02-17 9:09,08-02-17 9:24,1,1.5,1,N,186,161,1,10.5,0,0.5,2.25,0,0.3,13.55
2,08-02-17 9:09,08-02-17 10:14,1,10.27,1,N,138,90,1,43,0,0.5,12.34,5.54,0.3,61.68
2,08-02-17 9:09,08-02-17 9:28,1,5.93,1,N,229,209,1,20.5,0,0.5,4.26,0,0.3,25.56
2,08-02-17 9:09,08-02-17 9:35,3,2.05,1,N,237,170,1,16,0,0.5,1,0,0.3,17.8
1,08-02-17 9:09,08-02-17 9:16,1,0.6,1,N,161,229,1,6,0,0.5,1,0,0.3,7.8
1,08-02-17 9:09,08-02-17 9:13,1,0.4,1,N,164,164,1,4,0,0.5,0.95,0,0.3,5.75
1,08-02-17 9:09,08-02-17 9:26,1,1.3,1,N,161,137,1,11,0,0.5,1,0,0.3,12.8
1,08-02-17 9:09,08-02-17 9:17,1,0.7,1,N,186,230,1,7,0,0.5,1.55,0,0.3,9.35
2,08-02-17 9:09,08-02-17 9:19,1,1,1,N,233,164,1,8,0,0.5,1.32,0,0.3,10.12
2,08-02-17 9:09,08-02-17 9:36,5,3.23,1,N,68,143,1,18,0,0.5,3.76,0,0.3,22.56
1,08-02-17 9:09,08-02-17 9:28,1,2,1,N,142,140,1,13,0,0.5,2.75,0,0.3,16.55
2,08-02-17 9:09,08-02-17 9:17,2,0.75,1,N,90,246,1,6.5,0,0.5,1.46,0,0.3,8.76
1,08-02-17 9:09,08-02-17 9:22,1,2,1,N,264,231,1,10,0,0.5,2,0,0.3,12.8
1,08-02-17 9:09,08-02-17 9:22,1,1.4,1,N,234,161,1,10,0,0.5,2,0,0.3,12.8
1,08-02-17 9:09,08-02-17 9:15,1,0.4,1,N,261,209,2,5,0,0.5,0,0,0.3,5.8
1,08-02-17 9:09,08-02-17 9:13,1,0.5,1,N,141,140,2,4.5,0,0.5,0,0,0.3,5.3
2,08-02-17 9:09,08-02-17 9:26,1,2.39,1,N,239,140,2,12.5,0,0.5,0,0,0.3,13.3
2,08-02-17 9:09,08-02-17 9:22,2,1.86,1,N,234,231,1,10,0,0.5,2.16,0,0.3,12.96
1,08-02-17 9:09,08-02-17 10:23,1,15.4,1,N,48,76,2,58,0,0.5,0,0,0.3,58.8
1,08-02-17 9:09,08-02-17 9:18,3,0.4,1,N,237,237,2,6.5,0,0.5,0,0,0.3,7.3
1,08-02-17 9:09,08-02-17 9:21,1,0.8,1,N,234,68,1,8.5,0,0.5,1.85,0,0.3,11.15
2,08-02-17 9:09,08-02-17 9:37,1,3.82,1,N,230,231,2,19,0,0.5,0,0,0.3,19.8
2,08-02-17 9:09,08-02-17 9:12,1,0.74,1,N,95,95,2,4.5,0,0.5,0,0,0.3,5.3
2,08-02-17 9:09,08-02-17 9:38,2,2.45,1,N,90,162,2,17.5,0,0.5,0,0,0.3,18.3
2,08-02-17 9:09,08-02-17 9:15,3,0.71,1,N,264,264,1,5.5,0,0.5,1.26,0,0.3,7.56
2,08-02-17 9:09,08-02-17 9:20,2,1.44,1,N,68,234,1,9,0,0.5,2.45,0,0.3,12.25
1,08-02-17 9:09,08-02-17 9:24,1,1.4,1,N,162,237,1,10.5,0,0.5,1.75,0,0.3,13.05
1,08-02-17 9:09,08-02-17 9:18,1,1.3,1,N,7,7,2,8,0,0.5,0,0,0.3,8.8
1,08-02-17 9:09,08-02-17 9:21,1,0.8,1,N,161,237,1,8.5,0,0.5,1.85,0,0.3,11.15
2,08-02-17 9:09,08-02-17 9:21,6,1.66,1,N,170,113,2,9,0,0.5,0,0,0.3,9.8
2,08-02-17 9:09,08-02-17 9:36,1,6.69,1,N,161,87,1,25,0,0.5,2,0,0.3,27.8
2,08-02-17 9:09,08-02-17 9:23,1,1.66,1,N,161,246,1,10,0,0.5,2,0,0.3,12.8
2,08-02-17 9:09,08-02-17 9:19,1,1.15,1,N,161,234,2,7.5,0,0.5,0,0,0.3,8.3
1,08-02-17 9:09,08-02-17 9:23,1,1.2,1,N,100,163,1,10,0,0.5,2.15,0,0.3,12.95
1,08-02-17 9:09,08-02-17 9:12,1,0.4,1,N,237,236,1,3.5,0,0.5,0.5,0,0.3,4.8
1,08-02-17 9:09,08-02-17 9:23,1,2.1,1,N,237,239,2,11,0,0.5,0,0,0.3,11.8
2,08-02-17 9:09,08-02-17 9:22,3,1.78,1,N,79,231,1,10,0,0.5,1.2,0,0.3,12
1,08-02-17 9:09,08-02-17 9:28,1,2,1,N,140,162,1,13.5,0,0.5,2.86,0,0.3,17.16
1,08-02-17 9:09,08-02-17 9:14,1,0.3,1,N,237,236,3,4.5,0,0.5,0,0,0.3,5.3
2,08-02-17 9:09,08-02-17 9:39,5,6.75,1,N,236,211,1,26,0,0.5,6.7,0,0.3,33.5
2,08-02-17 9:09,08-02-17 9:15,1,0.74,1,N,48,246,1,5.5,0,0.5,1,0,0.3,7.3
2,08-02-17 9:09,08-02-17 9:20,1,1.44,1,N,230,246,1,8,0,0.5,1.76,0,0.3,10.56
2,08-02-17 9:09,08-02-17 9:20,1,0.87,1,N,142,230,1,8,0,0.5,1.76,0,0.3,10.56
1,08-02-17 9:09,08-02-17 10:10,1,17.9,2,N,132,230,1,52,0,0.5,11.67,5.54,0.3,70.01
1,08-02-17 9:09,08-02-17 9:24,1,1.2,1,N,234,162,1,10,0,0.5,3.2,0,0.3,14
2,08-02-17 9:09,08-02-17 9:29,1,5.01,1,N,138,146,1,18,0,0.5,3.76,0,0.3,22.56
2,08-02-17 9:09,08-02-17 9:32,1,3.21,1,N,186,261,1,16.5,0,0.5,4.32,0,0.3,21.62
2,08-02-17 9:09,08-02-17 9:30,1,5.17,1,N,95,53,2,19,0,0.5,0,0,0.3,19.8
2,08-02-17 9:09,08-02-17 9:12,1,0.44,1,N,43,43,1,4,0,0.5,0.96,0,0.3,5.76
1,08-02-17 9:09,08-02-17 9:14,1,0.6,1,N,48,230,1,5,0,0.5,1.7,0,0.3,7.5
2,08-02-17 9:09,08-02-17 9:18,1,1.31,1,N,231,114,1,7.5,0,0.5,1.66,0,0.3,9.96
1,08-02-17 9:09,08-02-17 9:23,1,1,1,N,246,186,2,9,0,0.5,0,0,0.3,9.8
1,08-02-17 9:09,08-02-17 9:26,1,2.9,1,N,229,75,1,13,0,0.5,2.75,0,0.3,16.55
2,08-02-17 9:09,08-02-17 9:18,6,1.74,1,N,43,236,1,8,0,0.5,1.76,0,0.3,10.56
2,08-02-17 9:09,08-02-17 9:21,2,2,1,N,234,144,1,10,0,0.5,1,0,0.3,11.8
1,08-02-17 9:09,08-02-17 9:14,1,0.8,1,N,140,263,1,5.5,0,0.5,1.25,0,0.3,7.55
1,08-02-17 9:09,08-02-17 9:44,1,2.1,1,N,186,163,2,20,0,0.5,0,0,0.3,20.8
2,08-02-17 9:09,08-02-17 9:15,1,0.53,1,N,229,162,2,5,0,0.5,0,0,0.3,5.8
2,08-02-17 9:09,08-02-17 9:50,1,15.17,2,N,162,132,2,52,0,0.5,0,5.54,0.3,58.34
2,08-02-17 9:09,08-02-17 9:12,1,0.64,1,N,114,113,2,4,0,0.5,0,0,0.3,4.8
2,08-02-17 9:09,08-02-17 9:28,1,2.81,1,N,236,186,1,14,0,0.5,3.7,0,0.3,18.5
2,08-02-17 9:09,08-02-17 9:43,5,2.78,1,N,140,186,1,20,0,0.5,3.12,0,0.3,23.92
1,08-02-17 9:09,08-02-17 9:15,1,0.7,1,N,163,161,2,5.5,0,0.5,0,0,0.3,6.3
2,08-02-17 9:09,08-02-17 9:24,1,1.27,1,N,170,246,1,10,0,0.5,2.16,0,0.3,12.96
2,08-02-17 9:09,08-02-17 9:14,1,0.74,1,N,229,233,1,5,0,0.5,1,0,0.3,6.8
1,08-02-17 9:09,08-02-17 9:39,1,3.3,1,N,239,164,1,19,0,0.5,3.95,0,0.3,23.75
1,08-02-17 9:09,08-02-17 9:21,1,1.9,1,N,141,233,2,10,0,0.5,0,0,0.3,10.8
1,08-02-17 9:09,08-02-17 9:20,1,0.6,1,N,233,162,1,8,0,0.5,1,0,0.3,9.8
1,08-02-17 9:09,08-02-17 9:19,1,2,1,N,246,231,1,9.5,0,0.5,1.55,0,0.3,11.85
2,08-02-17 9:09,08-02-17 9:16,2,0.8,1,N,236,236,2,6,0,0.5,0,0,0.3,6.8
2,08-02-17 9:09,09-02-17 9:00,2,2.87,1,N,100,140,1,15.5,0,0.5,4.89,0,0.3,21.19
1,08-02-17 9:09,08-02-17 9:23,1,4.3,1,N,239,42,3,15,0,0.5,0,0,0.3,15.8
1,08-02-17 9:09,08-02-17 9:13,1,0.6,1,N,263,141,1,4.5,0,0.5,1.05,0,0.3,6.35
2,08-02-17 9:09,08-02-17 9:16,5,1.02,1,N,263,75,1,6.5,0,0.5,1.46,0,0.3,8.76
